From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-07-12 04:00:00,2021-07-12 05:00:00,27.95,206.5,6.84,26.74,19.47,30.97,0.7,0.58,9.59,0.93,1.94,0.1,0.15,72.69,1.4,156.58,,0.07,27.48,0.0
2021-07-12 05:00:00,2021-07-12 06:00:00,30.55,216.7,7.7,33.75,23.84,38.51,0.74,0.58,14.46,0.92,2.35,0.15,0.18,72.07,1.33,149.35,,0.09,27.45,0.0
2021-07-12 06:00:00,2021-07-12 07:00:00,31.27,213.45,7.32,26.87,19.92,35.18,0.53,0.61,8.5,0.88,1.92,0.13,0.16,73.19,1.31,162.51,,0.08,27.42,0.0
2021-07-12 07:00:00,2021-07-12 08:00:00,26.85,197.78,8.35,28.89,21.8,41.87,0.47,0.66,11.76,0.98,2.23,0.15,0.2,72.29,1.23,152.1,,0.09,27.45,0.0
2021-07-12 08:00:00,2021-07-12 09:00:00,20.98,144.02,8.38,13.43,13.73,33.68,0.48,0.67,8.07,0.96,2.62,0.16,0.21,68.21,1.35,155.47,,0.1,28.85,0.0
2021-07-12 09:00:00,2021-07-12 10:00:00,12.38,143.18,7.91,11.22,12.2,26.6,0.5,0.71,11.73,1.02,2.98,0.17,0.22,64.78,1.84,149.61,,0.1,30.06,0.0
2021-07-12 10:00:00,2021-07-12 11:00:00,13.62,117.87,6.78,9.67,10.49,23.79,0.43,0.76,24.38,1.13,2.99,0.2,0.26,63.34,1.34,153.45,,0.12,30.17,0.0
2021-07-12 11:00:00,2021-07-12 12:00:00,20.3,,2.81,11.45,7.29,17.12,,0.9,82.34,0.0,0.0,,,62.58,2.55,160.56,,0.0,31.42,0.0
2021-07-12 12:00:00,2021-07-12 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 13:00:00,2021-07-12 14:00:00,47.57,82.6,4.27,13.53,8.8,18.38,50.19,1.47,64.44,0.04,0.07,0.01,0.01,56.15,1.97,154.2,,0.01,33.44,0.0
2021-07-12 14:00:00,2021-07-12 15:00:00,47.38,136.28,6.97,15.7,13.8,26.08,49.64,0.8,46.66,1.16,2.57,0.28,0.3,53.74,1.78,147.23,,0.15,33.98,0.0
2021-07-12 15:00:00,2021-07-12 16:00:00,37.6,78.58,6.54,12.46,11.75,23.21,1.38,0.79,39.07,1.27,3.71,0.28,0.3,53.38,1.57,146.4,,0.15,33.97,0.0
2021-07-12 16:00:00,2021-07-12 17:00:00,46.35,188.65,7.92,13.51,14.34,31.0,1.75,0.85,33.52,1.48,3.82,0.29,0.33,55.0,1.58,151.79,,0.16,33.13,0.0
2021-07-12 17:00:00,2021-07-12 18:00:00,57.55,383.7,9.77,19.46,18.0,39.71,1.31,0.77,23.45,1.52,3.67,0.53,0.53,58.09,2.5,158.75,,0.27,32.26,0.0
2021-07-12 18:00:00,2021-07-12 19:00:00,34.02,113.8,9.58,15.31,15.68,32.25,1.82,0.77,16.2,1.7,4.1,0.53,0.58,62.26,2.75,157.91,,0.35,31.47,0.0
2021-07-12 19:00:00,2021-07-12 20:00:00,26.1,31.05,8.7,20.4,17.64,25.46,1.88,0.86,24.37,1.92,3.75,0.48,0.56,63.24,3.28,163.34,,0.31,31.89,0.0
2021-07-12 20:00:00,2021-07-12 21:00:00,,,9.43,23.9,20.06,28.06,1.78,0.97,26.46,1.98,3.75,0.53,0.69,65.34,2.85,172.44,,0.36,31.73,0.0
2021-07-12 21:00:00,2021-07-12 22:00:00,,,10.44,32.9,25.57,33.93,1.69,0.91,23.87,2.0,3.27,0.56,0.75,65.3,2.92,174.36,,0.35,32.0,0.0
2021-07-12 22:00:00,2021-07-12 23:00:00,,,8.75,31.61,23.55,32.65,1.62,0.79,16.99,1.91,2.67,0.41,0.6,66.38,2.87,164.05,,0.28,31.68,0.0
2021-07-12 23:00:00,2021-07-13 00:00:00,29.4,31.7,7.66,18.33,15.72,25.35,1.71,0.99,15.2,1.51,2.68,0.23,0.35,68.89,2.49,162.93,,0.15,31.36,0.0
2021-07-13 00:00:00,2021-07-13 01:00:00,23.05,32.0,8.0,14.82,14.15,23.09,1.72,0.72,9.62,1.42,2.24,0.21,0.3,71.26,2.7,168.51,,0.12,31.34,0.0
2021-07-13 01:00:00,2021-07-13 02:00:00,12.7,31.5,6.79,12.93,12.2,22.59,1.75,0.69,8.28,1.38,3.04,0.55,0.43,71.58,2.97,171.24,,0.15,31.27,0.0
2021-07-13 02:00:00,2021-07-13 03:00:00,9.97,324.8,6.76,12.51,11.97,22.78,1.58,0.66,9.79,1.25,2.95,0.35,0.3,71.8,2.91,174.62,,0.11,31.15,0.0
2021-07-13 03:00:00,2021-07-13 04:00:00,9.2,,6.05,10.61,10.39,21.65,1.41,0.64,9.56,1.01,1.79,0.15,0.18,71.6,3.1,172.47,,0.07,31.25,0.0
2021-07-13 04:00:00,2021-07-13 05:00:00,12.55,488.0,5.52,10.01,9.66,18.09,1.31,0.65,4.62,0.98,2.0,0.11,0.14,73.23,3.04,170.03,,0.06,31.13,0.0
2021-07-13 05:00:00,2021-07-13 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 06:00:00,2021-07-13 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 07:00:00,2021-07-13 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 08:00:00,2021-07-13 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 09:00:00,2021-07-13 10:00:00,15.15,901.8,7.01,13.66,12.76,20.72,2.22,0.69,9.3,1.23,1.99,0.08,0.15,86.47,2.71,219.99,,0.06,28.0,0.0
2021-07-13 10:00:00,2021-07-13 11:00:00,51.12,297.2,22.99,17.3,27.44,36.17,2.23,0.94,6.94,1.89,2.67,0.21,0.38,86.92,2.85,217.5,,0.16,28.31,0.0
2021-07-13 11:00:00,2021-07-13 12:00:00,27.2,302.0,19.25,18.87,25.28,32.89,2.17,1.1,17.13,1.83,3.47,0.5,0.72,83.49,2.66,211.85,,0.31,29.43,0.0
2021-07-13 12:00:00,2021-07-13 13:00:00,13.8,304.4,13.9,22.23,22.76,30.19,2.1,1.43,21.7,3.54,4.52,0.87,1.01,77.52,2.02,237.5,,0.48,30.92,0.0
2021-07-13 13:00:00,2021-07-13 14:00:00,22.3,310.88,12.97,19.85,20.78,23.74,1.25,0.99,22.61,5.41,7.17,1.42,1.22,76.83,1.89,238.77,,0.67,31.09,0.0
2021-07-13 14:00:00,2021-07-13 15:00:00,22.85,289.7,10.91,13.27,15.67,20.16,4.73,0.74,29.7,1.76,3.2,0.47,0.65,77.48,1.23,247.38,,0.28,30.4,0.0
2021-07-13 15:00:00,2021-07-13 16:00:00,20.73,303.08,8.48,10.27,12.16,17.92,6.02,0.76,32.52,1.52,3.28,0.3,0.45,77.42,1.9,200.4,,0.18,29.78,0.0
2021-07-13 16:00:00,2021-07-13 17:00:00,43.62,309.67,8.88,9.65,12.15,16.61,6.0,0.76,30.77,2.31,3.19,0.35,0.49,74.35,2.09,193.1,,0.21,30.67,0.0
2021-07-13 17:00:00,2021-07-13 18:00:00,36.75,306.05,8.21,10.16,11.89,16.6,6.0,0.78,30.91,2.23,3.61,0.51,0.58,69.85,2.34,181.62,,0.27,31.19,0.0
2021-07-13 18:00:00,2021-07-13 19:00:00,24.48,312.1,8.39,16.44,15.32,19.06,5.5,0.89,31.09,2.05,6.66,1.22,0.97,69.85,2.27,189.95,,0.55,31.08,0.0
2021-07-13 19:00:00,2021-07-13 20:00:00,35.33,298.12,13.12,18.37,20.12,22.92,5.51,1.04,30.95,2.27,5.74,1.24,1.02,72.37,2.83,210.08,,0.55,30.55,0.0
2021-07-13 20:00:00,2021-07-13 21:00:00,27.05,289.0,46.94,16.8,46.34,47.9,5.8,1.68,31.27,4.58,7.51,1.88,1.83,73.89,2.71,212.57,,0.97,30.35,0.0
2021-07-13 21:00:00,2021-07-13 22:00:00,26.5,297.0,18.09,18.42,24.12,29.77,5.87,1.15,27.93,4.64,7.29,1.55,1.51,74.66,2.61,206.89,,0.81,30.12,0.0
2021-07-13 22:00:00,2021-07-13 23:00:00,45.55,304.58,13.77,15.45,19.1,25.0,5.8,0.92,7.54,3.2,4.28,0.66,0.82,76.72,2.29,228.03,,0.39,29.81,0.0
2021-07-13 23:00:00,2021-07-14 00:00:00,34.77,293.1,14.25,13.53,18.48,24.36,5.93,0.8,7.82,1.91,2.66,0.32,0.47,78.13,2.65,210.19,,0.21,29.3,0.0
2021-07-14 00:00:00,2021-07-14 01:00:00,39.7,306.27,14.37,14.16,18.9,25.36,5.9,0.83,6.76,2.46,3.06,0.33,0.44,76.74,2.65,201.36,,0.21,29.7,0.0
2021-07-14 01:00:00,2021-07-14 02:00:00,27.4,309.02,14.96,11.83,18.17,29.59,5.87,0.82,4.61,2.98,3.0,0.41,0.48,77.72,2.85,208.19,,0.24,29.64,0.0
2021-07-14 02:00:00,2021-07-14 03:00:00,30.62,310.43,20.37,12.21,22.69,36.6,5.94,0.74,6.08,3.13,3.06,0.3,0.37,77.82,2.78,199.59,,0.19,29.67,0.0
2021-07-14 03:00:00,2021-07-14 04:00:00,26.3,307.68,21.31,10.83,22.72,38.4,6.03,0.74,6.57,1.78,3.46,0.32,0.37,77.76,2.94,207.62,,0.2,29.87,0.0
2021-07-14 04:00:00,2021-07-14 05:00:00,131.32,305.2,27.27,10.81,27.48,41.08,6.0,0.79,6.45,1.94,4.49,0.47,0.45,77.69,2.8,205.92,,0.24,30.04,0.0
2021-07-14 05:00:00,2021-07-14 06:00:00,8.4,296.35,25.72,10.19,25.91,40.37,6.11,0.85,4.39,2.42,5.13,0.53,0.49,77.05,1.82,200.5,,0.28,28.93,0.0
2021-07-14 06:00:00,2021-07-14 07:00:00,25.5,289.17,15.98,13.92,20.07,35.47,5.77,0.84,7.57,2.6,5.42,0.63,0.56,75.21,1.65,185.15,,0.29,29.38,0.0
2021-07-14 07:00:00,2021-07-14 08:00:00,69.15,303.02,13.79,16.06,19.44,34.39,5.71,0.86,5.67,1.91,3.66,0.35,0.42,73.82,1.81,176.11,,0.18,29.86,0.0
2021-07-14 08:00:00,2021-07-14 09:00:00,36.38,221.9,10.61,15.35,16.52,31.48,5.71,0.81,5.01,1.82,3.43,0.41,0.43,68.27,1.07,158.41,,0.18,30.27,0.0
2021-07-14 09:00:00,2021-07-14 10:00:00,17.0,231.43,7.75,10.2,11.54,25.7,5.53,0.75,4.87,1.41,3.05,0.26,0.33,63.29,0.96,151.61,,0.14,31.87,0.0
2021-07-14 10:00:00,2021-07-14 11:00:00,29.75,231.8,7.09,10.72,11.28,23.49,5.56,0.75,13.6,1.29,2.5,0.18,0.3,61.98,1.1,150.4,,0.12,32.52,0.0
2021-07-14 11:00:00,2021-07-14 12:00:00,33.73,221.27,7.14,14.81,13.47,25.95,5.48,0.68,16.99,1.35,2.75,0.21,0.35,78.21,0.94,263.74,,0.15,29.71,0.0
2021-07-14 12:00:00,2021-07-14 13:00:00,33.8,245.32,7.97,35.15,24.79,39.05,5.65,0.66,15.98,0.91,2.04,0.18,0.24,87.94,1.37,221.93,,0.13,27.04,0.0
2021-07-14 13:00:00,2021-07-14 14:00:00,43.78,591.45,7.71,23.85,18.65,37.83,5.62,0.65,20.02,2.01,2.69,0.31,0.37,88.03,1.66,223.56,,0.24,26.71,0.0
2021-07-14 14:00:00,2021-07-14 15:00:00,39.0,580.15,8.0,17.67,15.65,34.55,5.65,0.85,19.16,2.25,2.65,0.47,0.52,88.09,2.24,218.25,,0.24,27.0,0.0
2021-07-14 15:00:00,2021-07-14 16:00:00,26.8,311.1,9.28,23.57,19.77,36.56,5.79,0.96,23.4,2.84,3.26,0.52,0.62,88.12,2.42,222.33,,0.28,26.92,0.0
2021-07-14 16:00:00,2021-07-14 17:00:00,38.02,168.68,13.19,20.54,22.82,41.96,8.38,1.12,15.86,3.73,7.0,1.33,1.1,88.07,2.8,210.72,,0.65,27.22,0.0
2021-07-14 17:00:00,2021-07-14 18:00:00,47.8,164.57,18.59,27.28,29.16,51.18,5.98,1.21,10.2,12.06,13.71,2.48,1.77,88.02,2.8,207.83,,1.21,27.54,0.0
2021-07-14 18:00:00,2021-07-14 19:00:00,25.38,162.53,48.88,25.75,52.59,77.43,6.0,1.57,12.19,9.29,11.41,2.45,1.89,87.98,2.43,231.89,,1.2,27.7,0.0
2021-07-14 19:00:00,2021-07-14 20:00:00,32.0,168.22,15.82,20.43,23.35,60.49,5.78,1.02,10.23,5.01,8.57,2.17,1.79,87.97,2.7,220.57,,0.98,27.32,0.0
2021-07-14 20:00:00,2021-07-14 21:00:00,27.7,167.2,22.98,23.1,30.48,66.86,5.81,1.34,10.39,4.57,6.56,1.5,1.63,87.95,2.82,214.28,,0.82,27.25,0.0
2021-07-14 21:00:00,2021-07-14 22:00:00,18.82,167.53,24.64,29.0,34.9,66.88,5.13,1.23,10.92,5.2,6.6,1.53,1.82,87.93,2.86,215.83,,0.92,27.34,0.0
2021-07-14 22:00:00,2021-07-14 23:00:00,19.8,165.2,31.02,30.67,40.88,69.45,5.17,1.15,9.35,5.01,5.49,1.17,1.32,87.92,2.96,215.12,,0.69,27.5,0.0
2021-07-14 23:00:00,2021-07-15 00:00:00,21.83,165.03,36.98,33.43,47.07,72.9,5.16,1.01,3.36,3.93,5.26,0.93,1.08,87.91,2.94,217.91,,0.54,27.51,0.0
2021-07-15 00:00:00,2021-07-15 01:00:00,22.75,165.77,36.15,38.45,49.06,71.59,5.73,0.93,3.5,3.01,4.71,0.7,0.79,87.91,2.99,215.01,,0.38,27.55,0.0
2021-07-15 01:00:00,2021-07-15 02:00:00,19.1,165.8,28.98,44.6,46.53,68.95,5.79,0.93,2.69,3.49,4.83,0.66,0.72,87.9,2.98,212.33,,0.36,27.6,0.0
2021-07-15 02:00:00,2021-07-15 03:00:00,26.6,160.8,21.56,44.7,40.66,59.27,5.73,0.84,3.72,3.44,3.88,0.5,0.57,87.91,2.85,212.83,,0.29,27.57,0.0
2021-07-15 03:00:00,2021-07-15 04:00:00,24.4,159.53,24.02,37.94,39.08,58.68,5.65,0.84,3.96,3.27,3.35,0.44,0.53,87.91,2.92,212.03,,0.25,27.66,0.0
2021-07-15 04:00:00,2021-07-15 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 05:00:00,2021-07-15 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 06:00:00,2021-07-15 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 07:00:00,2021-07-15 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 08:00:00,2021-07-15 09:00:00,34.48,166.45,13.49,12.97,17.59,40.44,5.55,0.83,3.44,1.98,4.54,0.47,0.52,73.7,2.53,162.93,,0.24,32.33,0.0
2021-07-15 09:00:00,2021-07-15 10:00:00,22.25,162.35,8.17,9.78,11.65,28.15,5.98,0.74,5.53,1.78,4.82,0.57,0.53,67.64,2.18,171.51,,0.26,33.86,0.0
2021-07-15 10:00:00,2021-07-15 11:00:00,43.38,165.68,6.71,8.45,9.79,27.65,5.91,0.73,15.72,1.59,4.29,0.38,0.44,64.51,1.88,169.14,,0.22,34.79,0.0
2021-07-15 11:00:00,2021-07-15 12:00:00,56.23,166.0,6.55,9.52,10.23,31.5,5.75,0.7,17.57,1.51,3.51,0.26,0.35,62.19,2.13,184.97,,0.17,35.25,0.0
2021-07-15 12:00:00,2021-07-15 13:00:00,40.93,164.07,8.89,14.06,14.47,36.55,5.32,0.72,17.16,1.53,3.33,0.41,0.43,68.28,1.58,255.19,,0.2,32.75,0.0
2021-07-15 13:00:00,2021-07-15 14:00:00,43.17,147.95,11.8,10.41,14.89,30.66,5.37,0.74,17.78,1.69,4.47,0.67,0.72,72.0,1.52,242.4,,0.32,31.83,0.0
2021-07-15 14:00:00,2021-07-15 15:00:00,49.4,153.12,8.09,11.39,12.44,37.54,5.3,0.72,22.04,1.41,2.75,0.37,0.64,64.46,2.17,219.44,,0.26,34.28,0.0
2021-07-15 15:00:00,2021-07-15 16:00:00,51.27,145.13,8.09,13.18,13.37,50.0,5.37,0.79,19.22,2.1,3.31,0.43,0.62,62.89,1.92,220.75,,0.26,35.35,0.0
2021-07-15 16:00:00,2021-07-15 17:00:00,72.65,142.23,6.73,4.93,8.2,10.6,2.29,0.98,23.72,0.51,0.69,0.1,0.13,65.57,1.96,222.51,,0.06,34.94,0.0
2021-07-15 17:00:00,2021-07-15 18:00:00,68.7,152.82,10.03,16.2,16.5,34.26,1.99,0.89,21.41,2.02,2.77,0.41,0.59,68.13,1.7,235.76,,0.25,33.94,0.0
2021-07-15 18:00:00,2021-07-15 19:00:00,38.77,148.1,9.3,17.11,16.39,39.97,2.71,0.95,18.8,2.06,3.48,0.54,0.74,70.06,1.24,220.63,,0.33,31.36,0.0
2021-07-15 19:00:00,2021-07-15 20:00:00,34.65,147.98,10.3,18.43,17.89,45.11,2.8,1.07,18.96,2.47,3.5,0.6,0.82,74.02,2.21,228.32,,0.37,31.77,0.0
2021-07-15 20:00:00,2021-07-15 21:00:00,33.15,144.88,13.11,19.32,20.59,49.1,2.86,1.25,17.78,3.43,4.11,0.74,1.05,76.07,2.76,218.4,,0.5,31.58,0.0
2021-07-15 21:00:00,2021-07-15 22:00:00,40.73,147.07,11.98,18.55,19.29,45.99,2.73,1.12,18.89,3.98,4.33,0.79,1.01,76.04,1.55,210.06,,0.5,29.84,0.0
2021-07-15 22:00:00,2021-07-15 23:00:00,72.28,151.07,15.32,15.77,20.52,42.31,2.73,1.08,6.45,3.22,3.43,0.57,0.74,76.67,0.89,198.49,,0.35,29.02,0.0
2021-07-15 23:00:00,2021-07-16 00:00:00,65.7,154.53,8.49,7.42,15.91,37.45,2.79,0.94,7.22,2.84,3.12,0.51,0.69,76.7,0.88,186.77,,0.32,29.16,0.0
2021-07-16 00:00:00,2021-07-16 01:00:00,36.02,153.3,8.68,6.32,13.26,30.38,3.01,0.81,5.43,2.26,4.6,0.44,0.52,74.6,2.2,188.01,,0.25,30.5,0.0
2021-07-16 01:00:00,2021-07-16 02:00:00,37.48,148.53,7.11,5.61,11.3,25.48,3.08,0.69,5.64,1.9,4.35,0.24,0.34,74.84,2.18,181.64,,0.17,30.02,0.0
2021-07-16 02:00:00,2021-07-16 03:00:00,28.13,150.4,7.13,4.76,10.47,24.06,3.03,0.67,6.76,1.33,3.04,0.17,0.23,75.62,2.14,190.32,,0.1,29.95,0.0
2021-07-16 03:00:00,2021-07-16 04:00:00,48.17,151.12,7.39,5.38,11.29,23.49,2.77,0.63,5.04,1.13,2.05,0.14,0.21,76.79,2.82,189.44,,0.09,30.59,0.0
2021-07-16 04:00:00,2021-07-16 05:00:00,26.85,151.8,6.92,4.86,10.4,22.18,2.77,0.61,6.04,0.92,2.06,0.1,0.16,77.69,2.93,188.92,,0.08,30.49,0.0
2021-07-16 05:00:00,2021-07-16 06:00:00,36.02,153.47,7.67,4.42,10.56,21.78,2.81,0.62,5.1,0.82,1.55,0.1,0.16,78.09,2.79,182.77,,0.07,30.17,0.0
2021-07-16 06:00:00,2021-07-16 07:00:00,24.27,150.77,7.96,4.34,10.71,20.56,3.12,0.67,5.31,0.95,1.65,0.13,0.21,77.48,2.86,176.83,,0.09,30.45,0.0
2021-07-16 07:00:00,2021-07-16 08:00:00,27.45,149.22,9.51,4.26,11.87,21.69,3.15,0.7,6.3,1.09,2.08,0.15,0.23,73.65,1.96,163.55,,0.1,29.96,0.0
2021-07-16 08:00:00,2021-07-16 09:00:00,43.02,148.38,8.16,4.07,10.61,19.12,3.14,0.73,5.46,1.08,2.35,0.14,0.23,68.61,1.3,158.71,,0.1,30.44,0.0
2021-07-16 09:00:00,2021-07-16 10:00:00,37.8,153.8,7.73,4.8,10.99,18.24,,0.76,6.88,1.17,2.32,0.17,0.26,66.67,1.54,152.25,,0.11,31.29,0.0
2021-07-16 10:00:00,2021-07-16 11:00:00,80.13,152.13,6.06,4.28,9.13,17.14,2.75,0.76,9.38,1.36,2.83,0.4,0.39,60.31,1.35,171.1,,0.18,33.61,0.0
2021-07-16 11:00:00,2021-07-16 12:00:00,63.85,149.78,6.53,4.12,9.35,21.78,3.89,0.72,18.25,1.3,3.03,0.64,0.41,57.73,1.15,180.44,,0.22,33.87,0.0
2021-07-16 12:00:00,2021-07-16 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 13:00:00,2021-07-16 14:00:00,48.1,144.4,5.43,7.43,11.76,20.62,3.08,0.77,18.1,1.16,3.45,0.53,0.44,55.08,0.64,206.81,,0.21,34.55,0.0
2021-07-16 14:00:00,2021-07-16 15:00:00,45.65,169.43,6.54,6.34,11.57,21.62,3.08,0.7,18.8,1.72,3.73,0.49,0.44,53.71,0.88,175.95,,0.2,34.53,0.0
2021-07-16 15:00:00,2021-07-16 16:00:00,46.92,222.68,6.77,5.77,11.18,25.5,3.57,0.72,26.8,1.41,3.36,0.33,0.34,52.3,0.71,188.56,,0.16,34.7,0.0
2021-07-16 16:00:00,2021-07-16 17:00:00,65.25,226.03,6.38,6.76,11.86,32.84,3.47,0.73,29.36,1.82,4.21,0.64,0.59,53.11,0.72,210.88,,0.28,34.65,0.0
2021-07-16 17:00:00,2021-07-16 18:00:00,62.02,227.75,7.36,8.25,14.13,38.37,3.53,0.83,23.33,1.92,4.05,0.57,0.62,54.49,0.76,214.0,,0.29,34.28,0.0
2021-07-16 18:00:00,2021-07-16 19:00:00,43.6,216.4,8.43,10.82,17.56,39.34,3.47,1.01,20.1,2.52,4.48,0.8,0.92,56.95,1.13,214.49,,0.43,33.94,0.0
2021-07-16 19:00:00,2021-07-16 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 20:00:00,2021-07-16 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 21:00:00,2021-07-16 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 22:00:00,2021-07-16 23:00:00,55.2,229.3,9.04,8.88,17.05,44.15,3.43,1.02,7.25,3.16,5.79,1.25,1.11,66.15,0.92,171.39,,0.55,31.01,0.0
2021-07-16 23:00:00,2021-07-17 00:00:00,48.7,220.27,9.22,13.37,14.38,40.19,9.09,1.09,9.01,3.04,5.22,0.83,0.92,64.45,1.4,184.18,,0.45,31.61,0.0
2021-07-17 00:00:00,2021-07-17 01:00:00,46.82,227.63,7.39,11.69,12.02,30.89,3.52,0.96,8.35,1.85,3.97,0.41,0.59,67.53,1.39,182.89,,0.27,31.18,0.0
2021-07-17 01:00:00,2021-07-17 02:00:00,39.27,214.62,7.04,16.12,14.06,33.9,3.5,0.92,7.66,1.7,3.57,0.28,0.4,70.86,2.48,182.12,,0.18,31.66,0.0
2021-07-17 02:00:00,2021-07-17 03:00:00,45.12,226.73,7.84,28.1,20.98,40.85,3.54,0.88,7.82,1.71,3.3,0.35,0.38,70.99,2.47,186.41,,0.18,31.56,0.0
2021-07-17 03:00:00,2021-07-17 04:00:00,46.85,225.15,7.48,38.63,26.21,44.48,3.5,0.85,7.58,1.45,3.06,0.22,0.28,69.71,1.33,171.98,,0.12,29.94,0.0
2021-07-17 04:00:00,2021-07-17 05:00:00,28.85,229.07,7.84,37.31,25.8,44.12,3.64,0.86,7.4,1.47,2.48,0.23,0.28,71.85,0.79,178.14,,0.13,29.17,0.0
2021-07-17 05:00:00,2021-07-17 06:00:00,41.4,231.18,10.03,31.66,24.59,40.73,3.54,0.91,7.69,1.47,2.38,0.28,0.31,72.77,1.07,186.4,,0.14,29.2,0.0
2021-07-17 06:00:00,2021-07-17 07:00:00,28.6,219.52,16.58,26.82,27.31,43.3,3.99,1.03,7.46,1.52,2.65,0.45,0.4,72.3,1.1,174.72,,0.17,29.48,0.0
2021-07-17 07:00:00,2021-07-17 08:00:00,40.08,220.47,12.28,21.18,20.92,36.64,4.04,1.01,6.92,1.67,3.35,0.52,0.47,68.54,0.83,169.73,,0.21,30.05,0.0
2021-07-17 08:00:00,2021-07-17 09:00:00,49.97,230.3,8.87,15.89,15.43,31.18,4.02,0.96,7.38,1.49,3.98,0.45,0.41,63.29,0.84,171.98,,0.18,31.41,0.0
2021-07-17 09:00:00,2021-07-17 10:00:00,45.65,224.77,9.36,17.02,16.4,31.16,3.81,1.05,7.92,1.44,3.3,0.36,0.38,60.41,0.94,191.82,,0.17,32.9,0.0
2021-07-17 10:00:00,2021-07-17 11:00:00,30.45,226.58,8.63,18.71,16.7,28.26,3.86,1.02,12.97,1.62,2.71,0.33,0.4,58.45,1.37,176.44,,0.17,33.64,0.0
2021-07-17 11:00:00,2021-07-17 12:00:00,51.47,222.03,7.77,20.32,16.85,28.77,3.94,1.03,15.94,1.53,2.61,0.27,0.36,55.42,1.21,185.63,,0.16,34.6,0.0
2021-07-17 12:00:00,2021-07-17 13:00:00,47.9,139.53,6.79,14.76,13.15,23.5,3.53,0.95,,1.75,2.69,0.26,0.31,54.36,1.13,205.35,,0.13,35.11,0.0
2021-07-17 13:00:00,2021-07-17 14:00:00,75.85,150.38,7.05,16.4,14.22,23.7,3.66,1.27,32.63,2.48,4.03,0.5,0.39,54.25,0.88,212.89,,0.19,35.12,0.0
2021-07-17 14:00:00,2021-07-17 15:00:00,81.98,149.4,7.03,14.89,13.42,23.34,3.5,1.19,26.49,3.15,5.62,0.8,0.58,52.51,0.76,222.01,,0.28,36.03,0.0
2021-07-17 15:00:00,2021-07-17 16:00:00,81.8,149.57,6.46,15.21,13.13,21.27,3.56,1.16,27.65,2.27,4.0,0.53,0.44,53.59,0.88,199.12,,0.19,35.76,0.0
2021-07-17 16:00:00,2021-07-17 17:00:00,41.37,148.57,6.02,11.73,12.51,20.25,3.58,1.0,28.04,1.93,3.93,0.48,0.45,52.87,0.84,210.3,,0.17,35.4,0.0
2021-07-17 17:00:00,2021-07-17 18:00:00,83.2,139.35,6.25,19.77,15.0,16.89,52.2,1.37,21.34,0.77,1.69,0.28,0.26,56.57,1.52,213.53,,0.1,35.55,0.0
2021-07-17 18:00:00,2021-07-17 19:00:00,35.03,144.58,8.26,17.98,16.02,18.05,3.6,1.4,15.15,2.05,4.87,0.79,0.81,57.41,2.44,218.71,,0.34,36.34,0.0
2021-07-17 19:00:00,2021-07-17 20:00:00,40.25,153.18,8.54,47.0,31.43,26.59,3.54,1.96,14.68,3.15,6.62,1.06,1.22,60.63,2.24,210.24,,0.56,35.54,0.0
2021-07-17 20:00:00,2021-07-17 21:00:00,50.3,153.17,8.71,42.73,29.32,34.49,3.69,1.91,14.63,3.6,7.15,1.62,1.68,62.13,2.12,190.85,,0.87,34.77,0.0
2021-07-17 21:00:00,2021-07-17 22:00:00,53.95,159.25,7.57,15.45,14.16,50.97,3.21,1.08,11.72,4.29,6.9,1.03,1.04,65.56,1.67,189.66,,0.51,32.86,0.0
2021-07-17 22:00:00,2021-07-17 23:00:00,40.48,153.95,6.9,16.84,14.33,42.36,3.25,1.09,12.27,3.04,4.74,0.44,0.61,67.31,2.2,200.51,,0.27,32.6,0.0
2021-07-17 23:00:00,2021-07-18 00:00:00,23.7,150.73,5.35,10.45,15.81,40.01,8.68,1.05,13.17,3.32,4.99,0.37,0.56,68.18,2.4,195.46,,0.24,32.56,0.0
2021-07-18 00:00:00,2021-07-18 01:00:00,12.33,151.43,6.55,8.47,13.72,34.81,3.85,0.72,12.73,3.45,5.76,0.36,0.53,68.27,2.04,187.56,,0.23,32.39,0.0
